start_time,BTCUSDT_open,BTCUSDT_low,BTCUSDT_high,BTCUSDT_close
2024-09-10T01:42:00.000,56854.000000,56820.010000,56854.000000,56833.990000
2024-09-10T01:43:00.000,56833.990000,56764.000000,56833.990000,56796.000000
2024-09-10T01:44:00.000,56796.000000,56796.000000,56831.100000,56831.090000
2024-09-10T01:45:00.000,56831.100000,56791.100000,56833.990000,56822.000000
2024-09-10T01:46:00.000,56822.000000,56773.430000,56824.000000,56778.000000
2024-09-10T01:47:00.000,56777.990000,56709.160000,56777.990000,56754.000000
2024-09-10T01:48:00.000,56753.990000,56740.000000,56770.000000,56741.660000
2024-09-10T01:49:00.000,56741.660000,56716.840000,56741.660000,56730.000000
2024-09-10T01:50:00.000,56729.990000,56713.340000,56750.000000,56747.740000
2024-09-10T01:51:00.000,56747.740000,56743.070000,56790.000000,56790.000000
2024-09-10T01:52:00.000,56789.990000,56781.000000,56804.000000,56785.990000
2024-09-10T01:53:00.000,56785.990000,56785.990000,56828.000000,56828.000000
2024-09-10T01:54:00.000,56827.990000,56801.120000,56840.000000,56801.120000
2024-09-10T01:55:00.000,56801.110000,56759.400000,56808.940000,56773.050000
2024-09-10T01:56:00.000,56773.040000,56773.040000,56844.000000,56842.110000
2024-09-10T01:57:00.000,56842.110000,56842.110000,56899.490000,56897.830000
2024-09-10T01:58:00.000,56897.830000,56897.830000,56932.000000,56911.000000
2024-09-10T01:59:00.000,56911.000000,56899.550000,56920.000000,56900.000000
2024-09-10T02:00:00.000,56900.000000,56892.000000,56911.090000,56898.160000
2024-09-10T02:01:00.000,56898.160000,56828.010000,56898.160000,56830.000000
2024-09-10T02:02:00.000,56830.010000,56778.000000,56830.010000,56796.000000
2024-09-10T02:03:00.000,56795.220000,56780.000000,56809.990000,56780.690000
2024-09-10T02:04:00.000,56780.700000,56780.690000,56798.000000,56788.040000
2024-09-10T02:05:00.000,56788.030000,56762.130000,56788.030000,56773.440000
2024-09-10T02:06:00.000,56773.440000,56768.000000,56805.040000,56774.000000
2024-09-10T02:07:00.000,56774.000000,56774.000000,56810.290000,56798.000000
2024-09-10T02:08:00.000,56797.990000,56773.430000,56798.000000,56774.860000
2024-09-10T02:09:00.000,56774.850000,56755.920000,56774.850000,56755.920000
2024-09-10T02:10:00.000,56755.930000,56755.930000,56766.000000,56765.860000
2024-09-10T02:11:00.000,56765.870000,56726.000000,56765.870000,56726.000000
2024-09-10T02:12:00.000,56726.000000,56718.000000,56742.000000,56725.530000
2024-09-10T02:13:00.000,56725.530000,56716.350000,56725.540000,56716.380000
2024-09-10T02:14:00.000,56716.370000,56716.370000,56742.000000,56738.260000
2024-09-10T02:15:00.000,56738.250000,56726.010000,56751.100000,56751.090000
2024-09-10T02:16:00.000,56751.080000,56728.000000,56751.080000,56733.990000
2024-09-10T02:17:00.000,56733.990000,56716.370000,56738.310000,56716.370000
2024-09-10T02:18:00.000,56716.380000,56716.370000,56730.000000,56721.990000
2024-09-10T02:19:00.000,56722.000000,56721.990000,56745.770000,56734.000000
2024-09-10T02:20:00.000,56734.010000,56716.370000,56737.490000,56726.000000
2024-09-10T02:21:00.000,56726.000000,56706.370000,56726.010000,56712.010000
2024-09-10T02:22:00.000,56712.010000,56635.800000,56712.010000,56658.010000
2024-09-10T02:23:00.000,56658.000000,56640.000000,56658.000000,56641.300000
2024-09-10T02:24:00.000,56641.300000,56641.290000,56660.000000,56660.000000
2024-09-10T02:25:00.000,56660.000000,56654.010000,56668.000000,56658.400000
2024-09-10T02:26:00.000,56658.400000,56658.400000,56697.990000,56675.750000
2024-09-10T02:27:00.000,56675.740000,56643.770000,56675.740000,56643.770000
2024-09-10T02:28:00.000,56642.860000,56641.100000,56651.090000,56650.180000
2024-09-10T02:29:00.000,56650.170000,56650.170000,56670.640000,56670.630000
2024-09-10T02:30:00.000,56670.630000,56660.140000,56698.000000,56694.010000
2024-09-10T02:31:00.000,56694.000000,56692.500000,56747.870000,56736.020000
2024-09-10T02:32:00.000,56736.010000,56736.010000,56773.440000,56758.000000
2024-09-10T02:33:00.000,56758.010000,56754.400000,56795.990000,56795.990000
2024-09-10T02:34:00.000,56795.980000,56795.980000,56838.000000,56829.990000
2024-09-10T02:35:00.000,56830.000000,56804.150000,56830.000000,56804.150000
2024-09-10T02:36:00.000,56804.160000,56798.000000,56841.990000,56841.860000
2024-09-10T02:37:00.000,56841.860000,56812.010000,56841.860000,56812.010000
2024-09-10T02:38:00.000,56812.000000,56786.300000,56812.010000,56786.300000
2024-09-10T02:39:00.000,56786.310000,56772.000000,56786.310000,56778.000000
2024-09-10T02:40:00.000,56778.000000,56777.990000,56802.000000,56800.000000
2024-09-10T02:41:00.000,56799.990000,56799.990000,56840.000000,56839.990000
2024-09-10T02:42:00.000,56840.000000,56832.530000,56848.540000,56832.540000
2024-09-10T02:43:00.000,56832.540000,56808.000000,56832.540000,56814.000000
2024-09-10T02:44:00.000,56813.990000,56808.000000,56840.010000,56840.010000
2024-09-10T02:45:00.000,56840.000000,56840.000000,56845.940000,56843.990000
2024-09-10T02:46:00.000,56844.000000,56804.750000,56844.000000,56804.750000
2024-09-10T02:47:00.000,56804.750000,56794.000000,56812.000000,56794.010000
2024-09-10T02:48:00.000,56794.000000,56781.100000,56794.010000,56781.110000
2024-09-10T02:49:00.000,56781.100000,56781.100000,56800.000000,56796.410000
2024-09-10T02:50:00.000,56796.410000,56774.000000,56796.410000,56774.000000
2024-09-10T02:51:00.000,56774.000000,56763.000000,56776.000000,56763.000000
2024-09-10T02:52:00.000,56763.000000,56763.000000,56780.000000,56779.990000
2024-09-10T02:53:00.000,56780.000000,56780.000000,56800.000000,56790.000000
2024-09-10T02:54:00.000,56790.010000,56788.000000,56798.000000,56788.010000
2024-09-10T02:55:00.000,56788.000000,56782.000000,56802.000000,56802.000000
2024-09-10T02:56:00.000,56802.000000,56780.000000,56802.000000,56780.000000
2024-09-10T02:57:00.000,56780.000000,56780.000000,56784.010000,56784.000000
2024-09-10T02:58:00.000,56784.000000,56774.480000,56788.000000,56774.490000
2024-09-10T02:59:00.000,56774.490000,56774.490000,56781.990000,56775.280000
2024-09-10T03:00:00.000,56775.270000,56756.420000,56788.000000,56765.880000
2024-09-10T03:01:00.000,56765.880000,56764.000000,56791.100000,56784.140000
2024-09-10T03:02:00.000,56784.150000,56773.430000,56802.000000,56786.910000
2024-09-10T03:03:00.000,56786.910000,56768.810000,56786.910000,56775.060000
2024-09-10T03:04:00.000,56775.050000,56758.500000,56775.060000,56758.500000
2024-09-10T03:05:00.000,56758.510000,56746.000000,56780.730000,56751.100000
2024-09-10T03:06:00.000,56751.100000,56679.970000,56751.110000,56684.000000
2024-09-10T03:07:00.000,56684.000000,56660.000000,56686.000000,56675.670000
2024-09-10T03:08:00.000,56675.670000,56620.000000,56675.670000,56653.490000
2024-09-10T03:09:00.000,56653.500000,56653.480000,56677.990000,56677.980000
2024-09-10T03:10:00.000,56677.980000,56677.980000,56691.100000,56687.950000
2024-09-10T03:11:00.000,56687.950000,56662.000000,56687.950000,56662.010000
2024-09-10T03:12:00.000,56662.010000,56632.000000,56662.010000,56632.000000
2024-09-10T03:13:00.000,56632.010000,56601.100000,56640.000000,56624.000000
2024-09-10T03:14:00.000,56624.000000,56623.990000,56666.000000,56663.990000
2024-09-10T03:15:00.000,56663.990000,56654.000000,56675.600000,56654.000000
2024-09-10T03:16:00.000,56654.010000,56642.010000,56654.010000,56649.990000
2024-09-10T03:17:00.000,56649.990000,56600.000000,56650.000000,56608.000000
2024-09-10T03:18:00.000,56608.000000,56607.990000,56656.000000,56654.000000
2024-09-10T03:19:00.000,56654.000000,56614.010000,56654.000000,56616.010000
2024-09-10T03:20:00.000,56616.000000,56616.000000,56628.000000,56616.000000
2024-09-10T03:21:00.000,56616.000000,56614.000000,56623.380000,56619.590000
2024-09-10T03:22:00.000,56619.590000,56619.590000,56658.000000,56658.000000
2024-09-10T03:23:00.000,56657.990000,56648.000000,56674.000000,56648.010000
2024-09-10T03:24:00.000,56648.010000,56648.000000,56667.740000,56667.710000
2024-09-10T03:25:00.000,56667.710000,56662.000000,56682.000000,56674.000000
2024-09-10T03:26:00.000,56674.010000,56674.000000,56687.880000,56684.880000
2024-09-10T03:27:00.000,56684.870000,56668.320000,56684.870000,56668.320000
2024-09-10T03:28:00.000,56668.330000,56668.320000,56700.000000,56686.010000
2024-09-10T03:29:00.000,56686.000000,56678.000000,56686.000000,56678.230000
2024-09-10T03:30:00.000,56678.220000,56664.010000,56684.000000,56676.000000
2024-09-10T03:31:00.000,56676.000000,56664.000000,56676.000000,56665.990000
2024-09-10T03:32:00.000,56665.990000,56632.610000,56666.670000,56643.290000
2024-09-10T03:33:00.000,56643.290000,56643.290000,56684.990000,56684.990000
2024-09-10T03:34:00.000,56685.000000,56674.260000,56685.000000,56674.260000
2024-09-10T03:35:00.000,56674.270000,56647.750000,56679.920000,56664.630000
2024-09-10T03:36:00.000,56664.620000,56635.670000,56664.630000,56635.680000
2024-09-10T03:37:00.000,56635.670000,56631.100000,56645.920000,56644.000000
2024-09-10T03:38:00.000,56644.010000,56624.890000,56644.010000,56633.990000
2024-09-10T03:39:00.000,56633.990000,56611.260000,56641.350000,56611.270000
2024-09-10T03:40:00.000,56611.270000,56600.000000,56618.000000,56600.000000
2024-09-10T03:41:00.000,56600.010000,56600.000000,56607.010000,56606.000000
2024-09-10T03:42:00.000,56606.010000,56602.000000,56606.010000,56602.010000
2024-09-10T03:43:00.000,56602.010000,56582.000000,56602.020000,56584.850000
2024-09-10T03:44:00.000,56584.840000,56584.840000,56606.990000,56598.990000
2024-09-10T03:45:00.000,56599.000000,56596.000000,56626.000000,56624.120000
2024-09-10T03:46:00.000,56624.120000,56622.000000,56636.370000,56633.880000
2024-09-10T03:47:00.000,56633.880000,56622.000000,56636.370000,56636.370000
2024-09-10T03:48:00.000,56636.370000,56632.000000,56648.000000,56632.000000
2024-09-10T03:49:00.000,56632.000000,56601.100000,56632.000000,56601.110000
2024-09-10T03:50:00.000,56601.110000,56592.000000,56608.000000,56594.000000
2024-09-10T03:51:00.000,56593.990000,56571.710000,56596.000000,56571.720000
2024-09-10T03:52:00.000,56571.720000,56561.100000,56578.000000,56561.190000
2024-09-10T03:53:00.000,56561.190000,56561.180000,56570.000000,56570.000000
2024-09-10T03:54:00.000,56570.000000,56534.130000,56570.000000,56549.060000
2024-09-10T03:55:00.000,56549.050000,56549.050000,56577.360000,56577.350000
2024-09-10T03:56:00.000,56577.350000,56572.000000,56577.360000,56572.000000
2024-09-10T03:57:00.000,56572.000000,56528.570000,56572.010000,56545.990000
2024-09-10T03:58:00.000,56545.990000,56545.980000,56568.000000,56562.710000
2024-09-10T03:59:00.000,56562.710000,56522.860000,56562.720000,56524.740000
2024-09-10T04:00:00.000,56524.740000,56522.000000,56558.000000,56554.010000
2024-09-10T04:01:00.000,56554.010000,56536.000000,56554.010000,56541.860000
2024-09-10T04:02:00.000,56541.870000,56536.000000,56558.000000,56548.000000
2024-09-10T04:03:00.000,56548.000000,56538.000000,56558.270000,56558.270000
2024-09-10T04:04:00.000,56558.270000,56556.000000,56565.000000,56565.000000
2024-09-10T04:05:00.000,56564.990000,56561.020000,56567.230000,56561.030000
2024-09-10T04:06:00.000,56561.020000,56561.020000,56606.000000,56600.020000
2024-09-10T04:07:00.000,56600.010000,56582.000000,56610.000000,56584.850000
2024-09-10T04:08:00.000,56584.840000,56576.000000,56599.330000,56576.010000
2024-09-10T04:09:00.000,56576.000000,56568.020000,56578.000000,56570.960000
2024-09-10T04:10:00.000,56570.970000,56570.960000,56586.000000,56584.000000
2024-09-10T04:11:00.000,56583.990000,56583.990000,56639.700000,56632.000000
2024-09-10T04:12:00.000,56632.000000,56604.000000,56632.000000,56609.320000
2024-09-10T04:13:00.000,56609.310000,56602.350000,56609.310000,56602.350000
2024-09-10T04:14:00.000,56602.350000,56590.620000,56602.360000,56593.440000
2024-09-10T04:15:00.000,56593.450000,56593.450000,56636.370000,56636.360000
2024-09-10T04:16:00.000,56636.370000,56624.000000,56636.370000,56628.550000
2024-09-10T04:17:00.000,56628.560000,56628.550000,56636.370000,56636.370000
2024-09-10T04:18:00.000,56636.360000,56636.360000,56690.550000,56670.740000
2024-09-10T04:19:00.000,56670.730000,56670.000000,56700.190000,56692.020000
2024-09-10T04:20:00.000,56692.020000,56692.010000,56718.000000,56704.010000
2024-09-10T04:21:00.000,56704.010000,56704.000000,56724.000000,56718.010000
2024-09-10T04:22:00.000,56718.010000,56712.500000,56731.100000,56712.510000
2024-09-10T04:23:00.000,56712.500000,56702.000000,56714.000000,56714.000000
2024-09-10T04:24:00.000,56713.990000,56712.500000,56718.000000,56718.000000
2024-09-10T04:25:00.000,56718.000000,56717.990000,56732.000000,56732.000000
2024-09-10T04:26:00.000,56732.000000,56714.000000,56739.400000,56714.000000
2024-09-10T04:27:00.000,56714.010000,56682.000000,56714.010000,56684.020000
2024-09-10T04:28:00.000,56684.010000,56678.000000,56684.020000,56678.000000
2024-09-10T04:29:00.000,56678.000000,56663.680000,56678.000000,56675.990000
2024-09-10T04:30:00.000,56675.990000,56652.000000,56676.000000,56656.000000
2024-09-10T04:31:00.000,56656.000000,56640.000000,56656.000000,56646.000000
2024-09-10T04:32:00.000,56646.010000,56628.550000,56646.010000,56628.550000
2024-09-10T04:33:00.000,56628.560000,56618.010000,56630.560000,56618.010000
2024-09-10T04:34:00.000,56618.010000,56618.010000,56624.000000,56623.990000
2024-09-10T04:35:00.000,56623.990000,56448.000000,56624.000000,56451.990000
2024-09-10T04:36:00.000,56452.000000,56431.100000,56487.860000,56463.020000
2024-09-10T04:37:00.000,56463.010000,56386.400000,56463.020000,56412.000000
2024-09-10T04:38:00.000,56411.990000,56404.000000,56437.320000,56433.920000
2024-09-10T04:39:00.000,56433.920000,56433.920000,56499.000000,56499.000000
2024-09-10T04:40:00.000,56498.990000,56468.750000,56498.990000,56494.010000
2024-09-10T04:41:00.000,56494.010000,56492.000000,56552.000000,56552.000000
2024-09-10T04:42:00.000,56552.000000,56526.000000,56556.000000,56526.010000
2024-09-10T04:43:00.000,56526.010000,56526.010000,56543.400000,56543.390000
2024-09-10T04:44:00.000,56543.400000,56511.100000,56543.400000,56520.000000
2024-09-10T04:45:00.000,56520.000000,56519.990000,56562.000000,56561.990000
2024-09-10T04:46:00.000,56562.000000,56562.000000,56604.000000,56596.000000
2024-09-10T04:47:00.000,56596.010000,56568.190000,56600.720000,56568.190000
2024-09-10T04:48:00.000,56568.190000,56561.100000,56580.000000,56574.270000
2024-09-10T04:49:00.000,56574.260000,56574.260000,56629.120000,56629.120000
2024-09-10T04:50:00.000,56629.120000,56618.000000,56640.010000,56620.810000
2024-09-10T04:51:00.000,56620.820000,56614.000000,56621.990000,56620.450000
2024-09-10T04:52:00.000,56620.450000,56590.010000,56623.420000,56590.010000
2024-09-10T04:53:00.000,56590.010000,56581.100000,56596.000000,56596.000000
2024-09-10T04:54:00.000,56595.990000,56572.000000,56596.000000,56574.830000
2024-09-10T04:55:00.000,56574.830000,56574.830000,56598.000000,56590.750000
2024-09-10T04:56:00.000,56590.750000,56574.000000,56590.750000,56589.990000
2024-09-10T04:57:00.000,56589.990000,56589.990000,56601.100000,56601.100000
2024-09-10T04:58:00.000,56601.100000,56601.100000,56630.000000,56630.000000
2024-09-10T04:59:00.000,56629.990000,56608.000000,56630.000000,56609.990000
2024-09-10T05:00:00.000,56610.000000,56604.000000,56644.000000,56637.060000
2024-09-10T05:01:00.000,56637.070000,56604.010000,56637.070000,56604.010000
2024-09-10T05:02:00.000,56604.010000,56591.100000,56604.010000,56591.100000
2024-09-10T05:03:00.000,56591.110000,56591.100000,56636.370000,56630.010000
2024-09-10T05:04:00.000,56630.010000,56630.010000,56670.000000,56670.000000
2024-09-10T05:05:00.000,56669.990000,56666.060000,56676.270000,56675.330000
2024-09-10T05:06:00.000,56675.340000,56675.330000,56687.610000,56686.670000
2024-09-10T05:07:00.000,56686.660000,56686.660000,56710.000000,56696.770000
2024-09-10T05:08:00.000,56696.770000,56681.100000,56696.780000,56681.100000
2024-09-10T05:09:00.000,56681.100000,56676.000000,56681.110000,56676.000000
2024-09-10T05:10:00.000,56676.010000,56666.000000,56676.010000,56675.650000
2024-09-10T05:11:00.000,56675.650000,56672.000000,56680.000000,56672.000000
2024-09-10T05:12:00.000,56672.010000,56672.000000,56679.990000,56679.980000
2024-09-10T05:13:00.000,56679.980000,56679.980000,56700.000000,56684.000000
2024-09-10T05:14:00.000,56684.000000,56684.000000,56710.450000,56710.450000
2024-09-10T05:15:00.000,56710.450000,56704.000000,56710.450000,56706.000000
2024-09-10T05:16:00.000,56705.990000,56705.990000,56727.240000,56722.010000
2024-09-10T05:17:00.000,56722.010000,56722.010000,56754.000000,56749.420000
2024-09-10T05:18:00.000,56749.420000,56749.420000,56789.220000,56761.100000
2024-09-10T05:19:00.000,56761.110000,56761.100000,56775.210000,56769.180000
2024-09-10T05:20:00.000,56769.190000,56769.190000,56790.910000,56786.000000
2024-09-10T05:21:00.000,56786.010000,56786.000000,56817.460000,56814.620000
2024-09-10T05:22:00.000,56814.630000,56791.100000,56814.630000,56804.010000
2024-09-10T05:23:00.000,56804.000000,56802.000000,56842.400000,56842.400000
2024-09-10T05:24:00.000,56842.420000,56824.610000,56843.470000,56825.170000
2024-09-10T05:25:00.000,56825.180000,56825.180000,56878.600000,56878.590000
2024-09-10T05:26:00.000,56878.590000,56864.550000,56916.590000,56891.980000
2024-09-10T05:27:00.000,56891.990000,56878.000000,56931.040000,56928.780000
2024-09-10T05:28:00.000,56928.780000,56892.030000,56928.780000,56892.030000
2024-09-10T05:29:00.000,56892.030000,56888.000000,56904.150000,56898.010000
2024-09-10T05:30:00.000,56898.010000,56858.000000,56898.010000,56864.000000
2024-09-10T05:31:00.000,56864.010000,56864.010000,56920.000000,56920.000000
2024-09-10T05:32:00.000,56919.990000,56893.100000,56930.950000,56902.010000
2024-09-10T05:33:00.000,56902.010000,56851.100000,56902.010000,56867.990000
2024-09-10T05:34:00.000,56868.000000,56831.800000,56868.000000,56845.880000
2024-09-10T05:35:00.000,56845.880000,56845.880000,56880.010000,56876.010000
2024-09-10T05:36:00.000,56876.000000,56854.000000,56883.010000,56854.010000
2024-09-10T05:37:00.000,56854.000000,56813.990000,56860.000000,56813.990000
2024-09-10T05:38:00.000,56813.990000,56813.990000,56868.000000,56867.990000
2024-09-10T05:39:00.000,56867.990000,56850.010000,56868.000000,56850.010000
2024-09-10T05:40:00.000,56850.010000,56850.000000,56881.180000,56881.180000
2024-09-10T05:41:00.000,56881.170000,56881.170000,56910.000000,56900.010000
2024-09-10T05:42:00.000,56900.010000,56900.010000,56966.000000,56965.990000
2024-09-10T05:43:00.000,56966.000000,56912.000000,56966.000000,56917.990000
2024-09-10T05:44:00.000,56917.990000,56900.000000,56931.100000,56931.090000
2024-09-10T05:45:00.000,56931.100000,56900.000000,56938.000000,56900.010000
2024-09-10T05:46:00.000,56900.010000,56881.180000,56911.100000,56881.180000
2024-09-10T05:47:00.000,56881.190000,56874.000000,56886.000000,56874.000000
2024-09-10T05:48:00.000,56874.000000,56871.100000,56896.620000,56896.610000
2024-09-10T05:49:00.000,56896.610000,56880.010000,56896.610000,56892.000000
2024-09-10T05:50:00.000,56892.000000,56891.990000,56910.000000,56896.000000
2024-09-10T05:51:00.000,56896.010000,56896.000000,56916.000000,56906.640000
2024-09-10T05:52:00.000,56906.650000,56896.000000,56920.000000,56920.000000
2024-09-10T05:53:00.000,56920.000000,56908.000000,56923.500000,56908.010000
2024-09-10T05:54:00.000,56908.010000,56896.000000,56915.560000,56915.380000
2024-09-10T05:55:00.000,56915.380000,56888.600000,56915.380000,56888.600000
